scenario,policy,seed_mean,seed_std,seed_count,cyber_harm_auc_mean,cyber_harm_auc_std,cyber_harm_auc_count,misbelief_auc_mean,misbelief_auc_std,misbelief_auc_count,trust_auc_mean,trust_auc_std,trust_auc_count,uncertainty_auc_mean,uncertainty_auc_std,uncertainty_auc_count,polarization_auc_mean,polarization_auc_std,polarization_auc_count,protocol_attempted_mean,protocol_attempted_std,protocol_attempted_count,protocol_executed_mean,protocol_executed_std,protocol_executed_count,shield_interventions_mean,shield_interventions_std,shield_interventions_count,final_cyber_harm_mean,final_cyber_harm_std,final_cyber_harm_count,final_misbelief_mean,final_misbelief_std,final_misbelief_count,final_trust_mean,final_trust_std,final_trust_count,exfil_risk_auc_mean,exfil_risk_auc_std,exfil_risk_auc_count,services_down_auc_mean,services_down_auc_std,services_down_auc_count,compromised_auc_mean,compromised_auc_std,compromised_auc_count
exfiltration_scam,pipeline,15.0,9.092121131323903,31,2.239455349821919,1.1249548834620484,31,0.616868596642628,0.21801254877588555,31,0.19955259741479484,0.17778135613226498,31,0.6744256797277843,0.31585128135124046,31,0.014789475734426974,0.009430206074425448,31,137.58064516129033,75.95778397397174,31,137.58064516129033,75.95778397397174,31,0.0,0.0,31,3.171394820420534,1.0146505628171645,31,0.8138542208419454,0.23607908152387488,31,0.05767099410832538,0.1530160218016883,31,0.6078562516587489,0.3219256764653491,31,0.0,0.0,31,0.19935167615433272,0.05919563503644968,31
exfiltration_scam,pipeline+shield,15.0,9.092121131323903,31,2.2113730035533137,1.092320361688023,31,0.6828532581715155,0.24725835487842557,31,0.20109851553079158,0.17736587910391977,31,0.6740986700938104,0.316451977009459,31,0.012339961215173228,0.009717357297280918,31,123.29032258064517,68.49778271272102,31,0.0,0.0,31,40.03225806451613,21.165197646085176,31,3.1381879893009894,0.9728683397268176,31,0.9006694831836305,0.2611533053818513,31,0.0667471148791769,0.15201323615438242,31,0.6086270581629093,0.3225492592361668,31,0.0,0.0,31,0.19865591397849464,0.06108099740488562,31
exfiltration_scam,vchimera,15.0,9.092121131323903,31,2.3027029831988814,1.0908090306714455,31,0.6602106846254266,0.2692608144575766,31,0.27552991019310713,0.20597948471779404,31,0.663150029388835,0.3028579796250287,31,0.032055271743193295,0.003048256009290255,31,46.806451612903224,19.952308729966916,31,46.806451612903224,19.952308729966916,31,0.0,0.0,31,2.964606723870136,0.9291494270612495,31,0.8502863710754829,0.3025690658931626,31,0.1466223317661451,0.1681815298077796,31,0.6330357489833028,0.32195656668248074,31,0.0,0.0,31,0.23763440860215057,0.040615480908918186,31
exfiltration_scam,vchimera+shield,15.0,9.092121131323903,31,2.432028510485755,0.945227459174117,31,0.7101252577930239,0.23041248430203623,31,0.20153185367592025,0.19028883536355387,31,0.7259672483609086,0.271048397656469,31,0.020689527383504585,0.008535506265666381,31,33.67741935483871,10.718790655586083,31,0.0,0.0,31,33.67741935483871,10.718790655586083,31,3.153524117064665,0.800906505203565,31,0.9204311673971681,0.24812481371091114,31,0.0507669146093808,0.17569283305921615,31,0.6717844292993671,0.2717080544010646,31,0.0,0.0,31,0.24022770398481977,0.04025679606042765,31
exfiltration_scam,vchimera-no-coupling+shield,15.0,9.092121131323903,31,2.3026040595215473,1.0501016973252855,31,0.6984949594220219,0.2396413054208119,31,0.19272680809629175,0.17411945934927262,31,0.6875197694214245,0.3007377534831698,31,0.011514648583745932,0.008871467750198274,31,30.29032258064516,13.292086739578291,31,0.0,0.0,31,30.29032258064516,13.292086739578291,31,3.126876158335481,0.949450895289708,31,0.8983761307808104,0.2657370398728761,31,0.06787234419390907,0.16391026482197693,31,0.6316110425331825,0.30892599370463,31,0.0,0.0,31,0.2062934851359899,0.053385795872304985,31
exfiltration_scam,vchimera-no-targeting+shield,15.0,9.092121131323903,31,2.4399056270466923,0.9075936154121701,31,0.6579835604886006,0.23640442430529326,31,0.19804270165641458,0.16699749338931036,31,0.728205040978987,0.25600384423619454,31,0.009500911015743805,0.003912568547044451,31,32.41935483870968,10.803623446320797,31,0.0,0.0,31,32.41935483870968,10.803623446320797,31,3.0947185822655663,0.9161216253909575,31,0.9118594651682971,0.2515447498851878,31,0.05525315365607726,0.16478596631031964,31,0.6770968057446974,0.266440433744477,31,0.0,0.0,31,0.23984819734345358,0.03705726592422671,31
outage_rumor,pipeline,15.0,9.092121131323903,31,1.1284847009058807,0.9460260989072338,31,0.45596148026227373,0.2163790542900679,31,0.3279659849023642,0.18803553959728972,31,0.464008928925924,0.34090164402170203,31,0.018324813981924686,0.006303532197483238,31,79.06451612903226,70.47833496135343,31,79.06451612903226,70.47833496135343,31,0.0,0.0,31,1.7576503554706893,1.4007339401549632,31,0.5544953929566024,0.327336036119328,31,0.2170618663434795,0.26887443548818085,31,0.34174361608462156,0.298950543181522,31,0.0,0.0,31,0.11715053763440861,0.07570420316781183,31
outage_rumor,pipeline+shield,15.0,9.092121131323903,31,1.1213416548332797,0.9353090776197227,31,0.5050285237928246,0.24940018201140896,31,0.3096704917189789,0.2037905953195439,31,0.4864853127358125,0.3602132692193517,31,0.01577007823435218,0.006866715837144274,31,68.48387096774194,61.35463631910356,31,0.0,0.0,31,28.516129032258064,24.58844032974565,31,1.7468976672986463,1.3884025569855196,31,0.675567941705044,0.39904154226475297,31,0.21906874171313104,0.26716851214306403,31,0.3419588167130743,0.2991816434189597,31,0.0,0.0,31,0.11724014336917563,0.07586815560155692,31
outage_rumor,vchimera,15.0,9.092121131323903,31,1.2023691926327265,0.9508828687136133,31,0.3682843130440712,0.18187296226084126,31,0.47154969191498936,0.15612546665162857,31,0.41913630745779845,0.3093857395620093,31,0.03441528028873791,0.002264732057662989,31,33.70967741935484,22.771610319850893,31,33.70967741935484,22.771610319850893,31,0.0,0.0,31,1.9066892428380386,1.3764598343063077,31,0.6237338098249151,0.43272488021184796,31,0.2911307429376903,0.2751892679366658,31,0.3518426274756121,0.29363733215599014,31,0.0,0.0,31,0.139247311827957,0.08183134673446649,31
outage_rumor,vchimera+shield,15.0,9.092121131323903,31,1.2320207140097512,0.9801627870806817,31,0.4563674426444081,0.25152995437149267,31,0.37524835075225227,0.23529898788697717,31,0.46889329123670914,0.35007374849209605,31,0.028535492063206543,0.004825139756668505,31,24.612903225806452,15.961782313502962,31,0.0,0.0,31,24.612903225806452,15.961782313502962,31,1.9088397804724473,1.3775769588770599,31,0.639141309411992,0.43465935740667894,31,0.22700455889826002,0.3119003874614631,31,0.35274320496696093,0.2947791575611317,31,0.0,0.0,31,0.15222222222222223,0.08671781491636142,31
